taxonrank	scientificname	countrycode	locality	decimallatitude	decimallongitude	eventdate	basisofrecord	institutioncode	collectioncode	recordedby
GENUS	Apistogramma Regan, 1913	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Astrodoras asterifrons (Kner, 1853)	BR	Rio Abacaxis, arrasto de fundo	-4.29974	-58.62001	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor; , Arnóbio
GENUS	Pimelodella Eigenmann & Eigenmann, 1888	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Thoracocharax stellatus (Kner, 1858)	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Scorpiodoras heckelii (Kner, 1855)	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Fluviphylax obscurus Costa, 1996	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Serrasalmus compressus Jégu, Leão & Santos, 1991	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Steindachnerina leucisca (Günther, 1868)	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
GENUS	Myloplus Gill, 1896	BR	Rio Canumã, puçá em meio a trecho em correnteza	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Sternarchogiton preto de Santana & Crampton, 2007	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
GENUS	Trachydoras Eigenmann, 1925	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Copella nattereri (Steindachner, 1876)	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
GENUS	Pachyurus Agassiz, 1831	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Eigenmannia macrops (Boulenger, 1897)	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Hemigrammus ocellifer (Steindachner, 1882)	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Spectracanthicus immaculatus Chamon & Rapp Py-Daniel, 2014	BR	Rio Canumã, mergulho em pedrais, próximo a comunidade	-3.99317	-59.09496	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
GENUS	Microsternarchus Fernández-Yépez, 1968	BR	Rio Abacaxis, igapó	-4.28193	-58.600216	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Vandellia sanguinea Eigenmann, 1917	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Triportheus albus Cope, 1872	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Sorubim lima (Bloch & Schneider, 1801)	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Tetragonopterus chalceus Spix & Agassiz, 1829	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Paragoniates alburnus Steindachner, 1876	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Schizodon fasciatus Spix & Agassiz, 1829	BR	Rio Canumã, malhadeira em igapó, água clara	-3.9812	-59.10662	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Ferreira, E.G.; Sodré, J.; , Agenor
SPECIES	Hypancistrus furunculus Armbruster, Lujan & Taphorn, 2007	BR	Rio Canumã, mergulho em pedrais, próximo a comunidade	-3.99317	-59.09496	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Rhaphiodon vulpinus Spix & Agassiz, 1829	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Hypophthalmus fimbriatus Kner, 1858	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Hemigrammus gracilis (Lütken, 1875)	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Hemiodontichthys acipenserinus (Kner, 1853)	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Farlowella smithi Fowler, 1913	BR	Rio Canumã, puçá em meio a trecho em correnteza	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Moenkhausia gracilima Eigenmann, 1908	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Odontostilbe fugitiva Cope, 1870	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
GENUS	Anchoviella Fowler, 1911	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Colomesus asellus (Müller & Troschel, 1849)	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
GENUS	Loricaria Linnaeus, 1758	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Hydrolycus scomberoides (Cuvier, 1819)	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Rhaphiodon vulpinus Spix & Agassiz, 1829	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Hypophthalmus edentatus Spix & Agassiz, 1829	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Rhabdolichops troscheli (Kaup, 1856)	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Serrasalmus rhombeus (Linnaeus, 1766)	BR	Rio Canumã, malhadeira em igapó, água clara	-3.9812	-59.10662	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Ferreira, E.G.; Sodré, J.; , Agenor
SPECIES	Microschemobrycon casiquiare Böhlke, 1953	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Thoracocharax stellatus (Kner, 1858)	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Parecbasis cyclolepis Eigenmann, 1914	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Moenkhausia cotinho Eigenmann, 1908	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Colomesus asellus (Müller & Troschel, 1849)	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Hassar orestis (Steindachner, 1875)	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Hemisorubim platyrhynchos (Valenciennes, 1840)	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Nannostomus eques Steindachner, 1876	BR	Rio Canumã, igapó (fraco, a tarde)  a margem direita do rio	-4.03357	-59.12025	2015-08-08T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Ferreira, E.G.; Bastos, D.A.; Ito, P.M.; Guarido, P.; Sodré, J.; , Agenor; , Eduardo Dudu
SPECIES	Anchovia surinamensis (Bleeker, 1865)	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Sorubim lima (Bloch & Schneider, 1801)	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Rhamphichthys rostratus (Linnaeus, 1766)	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Adontosternarchus balaenops (Cope, 1878)	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Geophagus altifrons Heckel, 1840	BR	Rio Canumã, malhadeira em igapó, água clara	-3.9812	-59.10662	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Ferreira, E.G.; Sodré, J.; , Agenor
SPECIES	Hydrolycus scomberoides (Cuvier, 1819)	BR	Rio Canumã, arrasto de praia	-3.98859	-59.10095	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
GENUS	Trachydoras Eigenmann, 1925	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Chalceus epakros Zanata & Toledo-Piza, 2004	BR	Rio Canumã, malhadeira em igapó, água clara	-3.9812	-59.10662	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Ferreira, E.G.; Sodré, J.; , Agenor
GENUS	Agoniates Müller & Troschel, 1845	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Loricariichthys acutus (Valenciennes, 1840)	BR	Rio Canumã, arrasto de fundo no rio	-4.02116	-59.09587	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor; , Arnóbio
SPECIES	Platysilurus mucosus (Vaillant, 1880)	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Nemadoras hemipeltis (Eigenmann, 1925)	BR	Rio Canumã, arrasto de fundo no rio	-4.02116	-59.09587	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor; , Arnóbio
SPECIES	Psectrogaster amazonica Eigenmann & Eigenmann, 1889	BR	Rio Canumã, malhadeira em igapó, água clara	-3.9812	-59.10662	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Ferreira, E.G.; Sodré, J.; , Agenor
SPECIES	Ageneiosus inermis (Linnaeus, 1766)	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Astrodoras asterifrons (Kner, 1853)	BR	Rio Canumã, arrasto de fundo no rio	-4.02116	-59.09587	2015-08-06T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor; , Arnóbio
SPECIES	Pimelodus blochii Valenciennes, 1840	BR	Rio Canumã, paranã de água branca, em frente a comunidade, malhadeira e tarrafa	-3.98859	-59.10095	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.; Guarido, P.; , Arnóbio; , Eduardo Dudu
SPECIES	Potamorhina latior (Spix & Agassiz, 1829)	BR	Rio Canumã, malhadeira em igapó, água clara	-3.9812	-59.10662	2015-08-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Ferreira, E.G.; Sodré, J.; , Agenor
