taxonrank	scientificname	countrycode	locality	decimallatitude	decimallongitude	eventdate	basisofrecord	institutioncode	collectioncode	recordedby
SPECIES	Erythrinus erythrinus (Bloch & Schneider, 1801)	BR	Rio Pacu, próx. ao trapiche, 600m de altitude. Serra da Mocidade	1.60385	-61.9073	2016-01-16T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Barros, G.G.; Ito, P.M.
GENUS	Ancistrus Kner, 1854	BR	Rio Pacu, 3o igarapé, ~200m da trilha do leste. Serra da Mocidade	1.60344	-61.90457	2016-01-18T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Barros, G.G.; Ito, P.M.
SPECIES	Ivanacara adoketa (Kullander & Prada-Pedreros, 1993)	BR	Rio Içana, Comunidade Tunuí, peixe comprado com o pescador ornamental	-1.383938	-68.158411	2015-03-01T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D. A.
SPECIES	Hyphessobrycon procyon	BR	Brazil, Amazonas, Apuí, rio Madeira basin, rio Aripuanã drainage, upstream cachoeira do Paredão, rio Juma	-7.049492	-60.051361	2015-06-24T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ohara, Willian; Abrahão, V
SPECIES	Hemigrammus cupreus Durbin, 1918	BR	Rio Abacaxis, arrasto de praia, coleta noturna	-4.30771	-58.62385	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
GENUS	Hemigrammus Gill, 1858	BR	Rio Abacaxis, arrasto de praia, coleta noturna	-4.30771	-58.62385	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Hemigrammus analis Durbin, 1909	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Hemigrammus rodwayi Durbin, 1909	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Potamotrygon motoro (Müller & Henle, 1841)	BR	Ponta do Catalão, Poção	-3.163636	-59.915413	2015-11-23T01:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Duncan, W.; Bastos, D.A.; Shibuya, A.; Machado, R.
SPECIES	Satanoperca acuticeps (Heckel, 1840)	BR	Rio Abacaxis, igapó atrás da vila	-4.31422	-58.61872	2015-08-07T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Eduardo Dudu
SPECIES	Cetopsorhamdia iheringi Schubart & Gomes, 1959	BR	Córrego Santa Terezinha, afluente do rio do Peixe	-22.021444	-50.638667	2015-09-25T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bifi, A.G.; Dias, A. C.
GENUS	Hyphessobrycon Durbin, 1908	BR	Rio Formiga na PCH Divisa	-13.374806	-59.143111	2015-08-13T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Dagosta, F.
SPECIES	Hypostomus topavae (Godoy, 1969)	BR	Córrego Santa Terezinha, afluente do rio do Peixe	-22.021444	-50.638667	2015-09-25T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bifi, A.G.; Dias, A. C.
SPECIES	Hypostomus strigaticeps (Regan, 1908)	BR	Córrego Santa Terezinha, afluente do rio do Peixe	-22.021444	-50.638667	2015-09-25T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bifi, A.G.; Dias, A. C.
SPECIES	Tetragonopterus chalceus Spix & Agassiz, 1829	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
SPECIES	Hypancistrus furunculus Armbruster, Lujan & Taphorn, 2007	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
SPECIES	Geophagus altifrons Heckel, 1840	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
SPECIES	Spectracanthicus immaculatus Chamon & Rapp Py-Daniel, 2014	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
SPECIES	Leporinus friderici (Bloch, 1794)	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
SPECIES	Leporinus friderici (Bloch, 1794)	BR	Rio Canumã, mergulho e anzol em pedrais em frente a comunidade Nova Canumã	-3.994864	-59.093524	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Agenor
SPECIES	Pimelodus blochii Valenciennes, 1840	BR	Rio Canumã, mergulho e anzol em pedrais em frente a comunidade Nova Canumã	-3.994864	-59.093524	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Agenor
SPECIES	Caenotropus labyrinthicus (Kner, 1858)	BR	Rio Canumã, mergulho e anzol em pedrais em frente a comunidade Nova Canumã	-3.994864	-59.093524	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Agenor
SPECIES	Batrochoglanis raninus (Valenciennes, 1840)	BR	Rio Canumã, mergulho e anzol em pedrais em frente a comunidade Nova Canumã	-3.994864	-59.093524	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Agenor
GENUS	Hemiodus Müller, 1842	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
GENUS	Mesonauta Günther, 1862	BR	Rio Abacaxis, arrasto de fundo	-3.924056	-58.786028	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor; , Eduardo Dudu
SPECIES	Batrochoglanis villosus (Eigenmann, 1912)	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
SPECIES	Leporinus fasciatus (Bloch, 1794)	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
SPECIES	Scorpiodoras liophysus Sousa & Birindelli, 2011	BR	Rio Abacaxis, arrasto de fundo	-3.924056	-58.786028	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor; , Eduardo Dudu
GENUS	Pimelodella Eigenmann & Eigenmann, 1888	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
GENUS	Serrasalmus Lacepède, 1803	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
SPECIES	Tatia nigra Sarmento-Soares & Martins-Pinheiro, 2008	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
SPECIES	Hemigrammus hyanuary Durbin, 1918	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Tatia intermedia (Steindachner, 1877)	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
GENUS	Synbranchus Bloch, 1795	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Nannostomus unifasciatus Steindachner, 1876	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Crenicichla acutirostris Günther, 1862	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
SPECIES	Geophagus altifrons Heckel, 1840	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Geophagus altifrons Heckel, 1840	BR	Rio Canumã, mergulho e anzol em pedrais em frente a comunidade Nova Canumã	-3.994864	-59.093524	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Agenor
SPECIES	Pimelodus blochii Valenciennes, 1840	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
SPECIES	Crenicichla marmorata Pellegrin, 1904	BR	Rio Canumã, pedrais em frente a comunidade Nova Canumã	-3.994864	-59.093524	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; , Agenor
SPECIES	Fluviphylax pygmaeus (Myers & Carvalho, 1955)	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Pseudoloricaria laeviuscula (Valenciennes, 1840)	BR	Rio Canumã, mergulho e anzol em pedrais em frente a comunidade Nova Canumã	-3.994864	-59.093524	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Agenor
SPECIES	Tetragonopterus chalceus Spix & Agassiz, 1829	BR	Rio Canumã, mergulho e anzol em pedrais em frente a comunidade Nova Canumã	-3.994864	-59.093524	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Agenor
SPECIES	Spectracanthicus immaculatus Chamon & Rapp Py-Daniel, 2014	BR	Rio Canumã, mergulho e anzol em pedrais em frente a comunidade Nova Canumã	-3.994864	-59.093524	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Agenor
GENUS	Leptophilypnion Roberts, 2013	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Loricariichthys acutus (Valenciennes, 1840)	BR	Rio Abacaxis, arrasto de fundo	-3.924056	-58.786028	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor; , Eduardo Dudu
SPECIES	Hypancistrus furunculus Armbruster, Lujan & Taphorn, 2007	BR	Rio Canumã, mergulho e anzol em pedrais em frente a comunidade Nova Canumã	-3.994864	-59.093524	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Agenor
SPECIES	Mesonauta insignis (Heckel, 1840)	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
GENUS	Nemadoras Eigenmann, 1925	BR	Rio Abacaxis, arrasto de fundo	-3.924056	-58.786028	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor; , Eduardo Dudu
SPECIES	Leporinus cylindriformis Borodin, 1929	BR	Rio Canumã, pedral em frente ao cemitério de Nova Canumã, mergulho e anzol	-3.98963	-59.09078	2015-08-11T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Zuanon, J.; Bastos, D.A.; Guarido, P.; Ito, P.M.; Sodré, J.; , Agenor
GENUS	Prionobrama Fowler, 1913	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Spectracanthicus immaculatus Chamon & Rapp Py-Daniel, 2014	BR	Rio Abacaxis, pedral	-3.92095	-58.78314	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Acaronia nassa (Heckel, 1840)	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Tenellus ternetzi (Eigenmann, 1925)	BR	Rio Abacaxis, arrasto de fundo	-3.924056	-58.786028	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor; , Eduardo Dudu
SPECIES	Thayeria obliqua Eigenmann, 1908	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Pimelodella cristata (Müller & Troschel, 1849)	BR	Rio Canumã, mergulho e anzol em pedrais em frente a comunidade Nova Canumã	-3.994864	-59.093524	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Agenor
SPECIES	Rineloricaria hasemani Isbrücker & Nijssen, 1979	BR	Rio Canumã, mergulho e anzol em pedrais em frente a comunidade Nova Canumã	-3.994864	-59.093524	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Agenor
SPECIES	Boulengerella lucius (Cuvier, 1816)	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Iguanodectes spilurus (Günther, 1864)	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Crenicichla acutirostris Günther, 1862	BR	Rio Abacaxis, pedral	-3.92095	-58.78314	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Acarichthys heckelii (Müller & Troschel, 1849)	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Batrochoglanis villosus (Eigenmann, 1912)	BR	Rio Abacaxis, pedral	-3.92095	-58.78314	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
GENUS	Apistogramma Regan, 1913	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Hyphessobrycon diancistrus Weitzman, 1977	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Leporinus friderici (Bloch, 1794)	BR	Rio Abacaxis, próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Satanoperca acuticeps (Heckel, 1840)	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
