decimalLatitude	decimalLongitude	eventDate	institutionCode	locality	recordedBy	scientificName	stateProvince
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra		Adontosternarchus clarkae	Amazonas
-3.133333	-60.02	1985-04-03	Instituto Nacional de Pesquisas da Amazônia (INPA)	Vivienda Verde. Igapó.	Mike Hopkins	Iriartella setigera (Mart.) H.Wendl.	Amazonas
-3.116667	-60.02	1955-07-01	Instituto Nacional de Pesquisas da Amazônia (INPA)	Parque 10., Parque 10.	Mike Hopkins	Clusia nemorosa G.Mey.	Amazonas
-3.116667	-60.02	1962-10-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	Igarapé do Buião. Terreno; firme, arenosos, capoei, Igarapé do Buião. Terreno; firme, arenosos, capoeira.	Mike Hopkins	Clusia nemorosa G.Mey.	Amazonas
-3.116667	-60.02	1961-01-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Km 10 da BR-17. Terreno arenosos, capoeira.	Mike Hopkins	Clusia panapanari (Aubl.) Choisy	Amazonas
-3.116667	-60.02	1961-05-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra. Campina de areia branca.	Mike Hopkins	Clusia nemorosa G.Mey.	Amazonas
-3.1452778	-60.0230556	1989-03-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	Leão, E.M.	Pseudostegophilus nemurus	Amazonas
-3.1416667	-60.0244444	1979-11-22	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago do Acurau	, Equipe de Ictiologia do INPA	Crenicichla notophthalmus	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande	Cox Fernandes, C.	Rhabdolichops eastwardi	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande	Cox Fernandes, C.	Apteronotus	Amazonas
-3.1383528	-60.0240222	1980-03-25	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Rafael, J.A.	Ixodes	Amazonas
-3.1383528	-60.0240222	1976-03-27	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Best, R.C.	Amblyomma varium	Amazonas
-3.1383528	-60.0240222	1978-05-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Best, R.C.	Amblyomma geayi	Amazonas
-3.1383528	-60.0240222	1978-04-26	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Waage, J.	Amblyomma geayi	Amazonas
-3.1385278	-60.0240222	1980-03-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Thatcher, V.E.	Ergasilus leporinidis	Amazonas
-3.116667	-60.02	1954-09-22	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campo Sales, igarapé da cachoeira Alta do Tarumã. Terra úmida.	Mike Hopkins	Clusia renggerioides Planch. & Triana	Amazonas
-3.116667	-60.02	1975-11-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	Estrada do Jardim Tarumãzinho, A 2 Km da Cachoeira	Mike Hopkins	Clusia flavida (Benth.) Pipoly	Amazonas
-3.116667	-60.02	1962-05-10	Instituto Nacional de Pesquisas da Amazônia (INPA)	Estrada do igarapé do Tabatinga., Estrada do igarapé do Tabatinga. Terreno firme, arenoso, capoeira grossa.	Mike Hopkins	Clusia grandiflora Splitg.	Amazonas
-3.1335889	-60.0105778	1979-02-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Igarapé do Aleixo, Manaus		Callichthyidae	Amazonas
-3.1452778	-60.0230556	1983-02-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Dekeyseria amazonica	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, próximo a Manaus		Plagioscion	Amazonas
-3.1416667	-60.0244444	1978-10-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé próximo a estrada da Piscicultura (Km 21) Am 10.		Brachyrhamdia meesi	Amazonas
-3.1416667	-60.0244444	1979-07-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Baixo rio Negro.		Leporinus fasciatus	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Rhabdolichops nigrimans	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Rhabdolichops eastwardi	Amazonas
-3.1452778	-60.0230556	1992-09-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, rio Negro		Hypophthalmus marginatus	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande		Eigenmannia virescens	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra		Sternarchella orthos	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande		Rhabdolichops eastwardi	Amazonas
-3.134567	-59.98	2006-04-03	Instituto Nacional de Pesquisas da Amazônia (INPA)	Área das Trilhas Botânicas da Cachoeira da Onça. Indivíduo 607 do levantamento. Floresta de terra firme, solo argiloso.	Mike Hopkins	Pleonotoma jasminifolia (Kunth) Miers	Amazonas
-3.1416667	-60.0244444	1990-01-23	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago do Acurau	Guedes, A.S.	Oxyropsis acutirostra	Amazonas
-3.1383528	-60.0240222	1978-05-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Best, R.C.	Amblyomma	Amazonas
-3.1385278	-60.0240222	1982-10-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Thatcher, V.E.; Boeger, W.	Brasergasilus jaraquensis	Amazonas
-3.116667	-60.02	1956-10-04	Instituto Nacional de Pesquisas da Amazônia (INPA)	BR 17, km 13. Terra firme, arenosa, capoeira grossa.	Mike Hopkins	Clusia insignis Mart.	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande	Cox Fernandes, C.	Rhabdolichops eastwardi	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra	, Equipe de Ictiologia do INPA	Adontosternarchus clarkae	Amazonas
-3.099593	-59.98	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Av: Rodrigo Otávio	Mike Hopkins	Oxalidaceae	Amazonas
-3.0991667	-59.9688889	2011-01-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário da Ufam, Igarapé P02	Penhalosa-Duarte, N.; Pereira, A.; Mesquita, A.; Mendes, D.; Catarino, M.	Gymnotus coropinae	Amazonas
-3.0952	-59.97	1979-05-19	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Microdon smiti	Amazonas
-3.0952	-59.97	1978-10-07	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Rhopalosyrphus	Amazonas
-3.0952	-59.97	1979-08-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Stipomorpha	Amazonas
-3.1416667	-60.0244444	1983-06-16	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Caju		Rineloricaria	Amazonas
-3.1452778	-60.0230556	1986-03-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande		Hydrolycus	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Apteronotus	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Sternarchogiton nattereri	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Sternarchorhamphus muelleri	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, próximo a Manaus		Pimelodus blochii	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, próximo a Manaus		Pseudepapterus	Amazonas
-3.1416667	-60.0244444	1979-06-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau		Mesonauta	Amazonas
-3.1416667	-60.0244444	1979-03-21	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Comprido		Hypselecara coryphaenoides	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra		Hypophthalmus	Amazonas
-3.1452778	-60.0230556	1988-06-01	Instituto Nacional de Pesquisas da Amazônia (INPA)	Confluência com o rio Negro e Solimões		Curimata	Amazonas
-3.1416667	-60.0244444	1977-11-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Ulysses		Cichlidae	Amazonas
-3.1452778	-60.0230556	1997-12-01	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro.		Biotodoma wavrini	Amazonas
-3.1416667	-60.0244444	1985-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Compsaraia compsus	Amazonas
-3.1452778	-60.0230556	1992-09-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, rio Negro		Pimelodus	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande		Eigenmannia macrops	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Distocyclus conirostris	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Pimelodina flavipinnis	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Adontosternarchus clarkae	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Sternarchogiton preto	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Sternarchorhamphus muelleri	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Porotergus	Amazonas
-3.1452778	-60.0230556	1992-09-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, rio Negro		Hypophthalmus marginatus	Amazonas
-3.1452778	-60.0230556	1992-06-10	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, em frente à Manaus		Opsodoras morei	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Praia Grande		Sternarchogiton preto	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra		Orthosternarchus tamandua	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande		Steatogenys elegans	Amazonas
-3.133333	-60.02	1990-10-06	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus of University of Manaus	Mike Hopkins	Tetrameranthus duckei R.E.Fr.	Amazonas
-3.1416667	-60.0244444	1980-03-25	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago do Acurau	, Equipe de Ictiologia do INPA	Heros efasciatus	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão	Chao, L.N.	Distocyclus conirostris	Amazonas
-3.1452778	-60.0230556	1992-09-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, rio Negro	Chao, L.N.	Ageneiosus	Amazonas
-3.1383528	-60.0240222	1977-10-08	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Best, R.C.	Amblyomma geayi	Amazonas
-3.1385278	-60.0240222	1983-10-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	rio Negro, proximidades de Manaus	Thatcher, V.E.	Gamidactylus jaraquensis	Amazonas
-3.100278	-59.99	2009-01-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	Pastagem de várzea (Lago do Camaçari)	Mike Hopkins	Reimarochloa brasiliensis (Spreng.) Hitchc.	Amazonas
-3.100278	-59.99	2009-01-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	Pastagem de várzea (Lago do Camaçari)	Mike Hopkins	Reimarochloa brasiliensis (Spreng.) Hitchc.	Amazonas
-3.096111	-59.99	2009-10-27	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA, Bosque. Capoeira.	Mike Hopkins	Pachystachys spicata (Ruiz & Pav.) Wassh.	Amazonas
-3.102614	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Edson Melo.	Mike Hopkins	Solanaceae	Amazonas
-3.102614	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Édson Melo	Mike Hopkins	Boerhavia	Amazonas
-3.10165	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Paraguaçú.	Mike Hopkins	Diodia	Amazonas
-3.098917	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Bem Te Vi. Estacionamento em frente ao Bosque da Ciência.	Mike Hopkins	Rubiaceae	Amazonas
-3.098917	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Bem Te Vi. Estacionamento em frente ao Bosque da Ciência.	Mike Hopkins	Verbenaceae	Amazonas
-3.098917	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Bem Te Vi. Estacionamento em frente ao Bosque da Ciência.	Mike Hopkins	Chamaesyce hirta (L.) Millsp.	Amazonas
-3.098667	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Rouxinol.	Mike Hopkins	Talinum triangulare (Jacq.) Willd.	Amazonas
-3.098917	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Bem Te Vi. Estacionamento em frente ao Bosque de Ciência.	Mike Hopkins	Lantana	Amazonas
-3.10165	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Paraguaçu, próximo ao Canaã	Mike Hopkins	Lantana camara L.	Amazonas
-3.10165	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Paraguaçu, próximo ao Canaã	Mike Hopkins	Peperomia	Amazonas
-3.099593	-59.98	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Aleixo, Rua Rodrigo Otávio, em frente à entrada do Instituto Nacional de Pesquisas da Amazônia (INPA).	Mike Hopkins	Rubiaceae	Amazonas
-3.095658	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Morada do Sol, Av. André Araújo	Mike Hopkins	Leguminosae-caes	Amazonas
-3.094403	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Morada do Sol, Rua H/I	Mike Hopkins	Spermacoce	Amazonas
-3.095868	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Morada do Sol, Rua C/E	Mike Hopkins	Asteraceae	Amazonas
-3.0926611	-59.9897167	1994-01-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	Reserva Ducke		Thelyphonellus amazonicus	Amazonas
-3.0991667	-59.9691667	2011-06-08	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário da Ufam, Igarapé P02	Penhalosa-Duarte, N.; Pereira, A.; Mesquita, A.; Mendes, D.; Catarino, M.	Gymnotus pedanopterus	Amazonas
-3.0952	-59.97	1979-11-25	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Chrysidimyia	Amazonas
-3.0952	-59.97	1979-05-05	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Microdon	Amazonas
-3.0952	-59.97	1979-07-23	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Stipomorpha	Amazonas
-3.0926611	-59.9897167	1978-06-21	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1977-10-15	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1979-06-22	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-07-23	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1977-03-05	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1979-06-22	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1979-02-01	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1979-06-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma disYesile	Amazonas
-3.0926611	-59.9897167	1978-01-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-09-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-01-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-10-06	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma disYesile	Amazonas
-3.0926611	-59.9897167	1978-05-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-06-25	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma varium	Amazonas
-3.0926611	-59.9897167	1979-05-10	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma varium	Amazonas
-3.0926611	-59.9897167	1978-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma varium	Amazonas
-3.09025	-59.9941139	1983-05-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Estação de piscicultura do INPA, Av. Ephigênio Sales, Manaus	Magalhães, C.	Euryrhynchus burchelli	Amazonas
-3.0960556	-59.9894056	2016-08-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis semiflaviventris	Amazonas
-3.090194	-60.01	2011-09-22	Instituto Nacional de Pesquisas da Amazônia (INPA)	Passeio do Mindu	Mike Hopkins	Ceiba pentandra (L.) Gaertn.	Amazonas
-3.0827778	-60.0038889	2006-07-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé afluente da margem esquerda do igarapé do Mindu		Corydoras aeneus	Amazonas
-3.0827778	-60.0038889	2006-07-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé afluente da margem esquerda do igarapé do Mindu		Liposarcus pardalis	Amazonas
-3.0827778	-60.0038889	2006-07-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé afluente da margem esquerda do igarapé do Mindu	dos Anjos, H.D.B.; , et al.	Cichlasoma amazonarum	Amazonas
-3.0960556	-59.9894056	2014-08-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis semiflaviventris	Amazonas
-3.0960556	-59.9894056	2014-08-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis semiflaviventris	Amazonas
-3.0926611	-59.9897167	1981-03-13	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus-INPA		Albiorix arboricola	Amazonas
-3.0972222	-59.9872222	2011-11-06	Instituto Nacional de Pesquisas da Amazônia (INPA)	Lago Catalao		Gymnotus carapo	Amazonas
-3.0926611	-59.9897167	1977-09-10	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-05-15	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-10-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-03-26	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1977-09-10	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1979-04-26	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-01-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-04-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1979-07-04	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma disYesile	Amazonas
-3.0926611	-59.9897167	1979-04-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma varium	Amazonas
-3.098667	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Rouxinol.	Mike Hopkins	Petiveria alliacea L.	Amazonas
-3.0960556	-59.9894056	2014-07-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis semiflaviventris	Amazonas
-3.0960556	-59.9894056	2014-08-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis semiflaviventris	Amazonas
-3.0960556	-59.9894056	2014-08-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis semiflaviventris	Amazonas
-3.0960556	-59.9894056	2014-08-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis semiflaviventris	Amazonas
-3.0926611	-59.9897167	1978-09-19	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1977-09-19	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1979-05-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1977-09-13	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1979-05-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-07-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-01-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1979-09-29	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-07-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1979-03-05	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1977-09-10	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-06-25	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Waage, J.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-03-26	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-03-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1979-02-01	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-01-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1977-10-26	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1979-02-21	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1975-11-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	, J. Adis	Amblyomma disYesile	Amazonas
-3.0926611	-59.9897167	1979-01-19	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma varium	Amazonas
-3.0926611	-59.9897167	1978-02-16	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma varium	Amazonas
-3.0926611	-59.9897167	1978-12-05	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Py-Daniel, V.	Amblyomma varium	Amazonas
-3.0926611	-59.9897167	1977-10-15	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.1452778	-60.0230556	1983-03-01	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	, Aquário Rio Negro	Dekeyseria scaphirhyncha	Amazonas
-3.1452778	-60.0230556	1982-05-23	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande	Borges, G.	Brycon erythropterum	Amazonas
